Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_multiplier,supply_multiplier,adjusted_ride_cost,profit_percentage
84,59,Suburban,Silver,67,4.27,Morning,Premium,164,758.9961232252967,1.037037037037037,0.6440677966101694,629.6856726017277,-17.037037037037038
49,8,Urban,Regular,1,4.06,Afternoon,Premium,157,694.4247148756359,1.225,1.375,1169.6716291186494,68.43750000000003
34,22,Suburban,Gold,34,3.64,Morning,Economy,176,617.3632185255483,0.85,1.7272727272727273,906.4014526534187,46.81818181818183
49,30,Rural,Silver,86,3.62,Afternoon,Premium,69,328.63536897966003,1.225,1.2666666666666666,509.93254753343916,55.16666666666667
83,50,Rural,Regular,7,3.66,Evening,Premium,100,376.3000600585162,1.0246913580246915,0.76,308.47313565290716,-18.024691358024672
88,5,Urban,Silver,89,3.59,Night,Economy,27,70.20380336705749,1.0864197530864197,2.2,167.79575718348556,139.01234567901236
90,71,Suburban,Gold,88,3.84,Morning,Economy,167,451.6848649701074,1.1111111111111112,0.5352112676056338,401.4976577512066,-11.11111111111111
65,5,Rural,Silver,24,3.54,Night,Economy,119,301.40392677127403,1.625,2.2,1077.5190382073047,257.5
73,28,Urban,Silver,22,4.57,Afternoon,Economy,53,153.39607111804412,1.825,1.3571428571428572,379.9291975727271,147.67857142857142
85,62,Suburban,Silver,54,3.78,Morning,Economy,114,339.66230419418656,1.0493827160493827,0.6129032258064516,285.14860105190974,-16.049382716049372
65,27,Rural,Gold,62,3.54,Night,Premium,162,733.4425366578176,1.625,1.4074074074074074,1677.4102458748239,128.70370370370375
74,42,Urban,Gold,88,3.5,Evening,Economy,77,203.8363809804033,1.85,0.9047619047619048,341.18327578386555,67.3809523809524
41,7,Rural,Gold,68,4.3,Evening,Premium,66,284.5088586099128,1.025,1.5714285714285714,458.26248297525234,61.07142857142854
79,23,Urban,Gold,88,3.88,Night,Economy,164,492.1134583590864,1.975,1.6521739130434783,1605.787610863019,226.30434782608694
53,7,Urban,Silver,64,4.55,Night,Premium,10,86.19117981050438,1.325,1.5714285714285714,179.46234939115732,108.21428571428568
35,14,Urban,Silver,74,5.0,Night,Premium,175,727.8809447636283,0.875,2.7142857142857144,1728.7172438136174,137.50000000000003
53,40,Rural,Gold,79,3.66,Evening,Premium,30,158.65264164620277,1.325,0.95,199.70401267215772,25.874999999999993
36,23,Urban,Silver,42,4.66,Morning,Economy,14,44.52503661261306,0.9,1.6521739130434783,66.20679357179856,48.69565217391307
38,25,Urban,Regular,2,4.24,Morning,Premium,128,452.4258268814717,0.95,1.52,653.3028940168451,44.39999999999999
52,36,Rural,Silver,1,4.52,Morning,Premium,36,152.64047921471024,1.3,1.0555555555555556,209.4566575890746,37.22222222222222
91,64,Suburban,Regular,26,4.56,Morning,Premium,96,420.2245689053783,1.123456790123457,0.59375,377.68331625075984,-10.123456790123436
87,5,Urban,Silver,59,4.32,Night,Economy,42,151.35930066309265,1.0740740740740742,2.2,357.65642156686346,136.29629629629633
96,20,Suburban,Gold,88,3.6,Evening,Premium,71,242.27196569085137,1.1851851851851851,1.9,545.5605745927319,125.18518518518513
83,59,Urban,Gold,8,4.85,Morning,Economy,31,119.0485543701777,1.0246913580246915,0.6440677966101694,97.59041987876296,-18.024691358024686
48,23,Rural,Gold,0,4.46,Afternoon,Economy,174,472.56954081275165,1.2,1.6521739130434783,936.9204809157162,98.26086956521736
65,19,Suburban,Silver,24,4.59,Evening,Economy,96,334.6493506052282,1.625,2.0,1087.6103894669918,225.00000000000006
79,29,Suburban,Silver,0,4.86,Morning,Economy,127,406.0855256604135,1.975,1.3103448275862069,1050.9213345108287,158.79310344827587
100,22,Suburban,Silver,45,4.23,Night,Premium,141,551.365137615676,1.2345679012345678,1.7272727272727273,1175.750574040162,113.24354657687992
73,63,Suburban,Silver,25,4.19,Afternoon,Economy,129,534.0181945871103,1.825,0.6031746031746031,779.6665640971811,46.00000000000001
79,67,Rural,Gold,56,4.01,Evening,Premium,151,501.2363000548165,1.975,0.5671641791044776,791.9533540866101,58.00000000000001
88,55,Rural,Regular,56,4.0,Night,Premium,26,159.60691863182956,1.0864197530864197,0.6909090909090909,138.72008730470125,-13.086419753086414
76,34,Suburban,Silver,10,4.92,Morning,Economy,103,359.8010509571677,1.9,1.1176470588235294,764.0481140913973,112.3529411764706
49,30,Suburban,Silver,80,3.74,Night,Economy,85,348.6695624527248,1.225,1.2666666666666666,541.0189377391447,55.166666666666686
100,64,Rural,Regular,7,4.89,Night,Premium,115,490.5040759704239,1.2345679012345678,0.59375,484.4484700942458,-1.2345679012345745
87,26,Rural,Gold,63,4.2,Morning,Premium,118,485.683239513509,1.0740740740740742,1.4615384615384615,762.4258261308931,56.98005698005699
22,5,Rural,Silver,93,4.85,Evening,Economy,99,424.9275101964327,0.55,2.2,747.8724179457216,76.00000000000001
21,11,Rural,Silver,23,3.76,Afternoon,Economy,12,40.442890652890384,0.525,1.0,32.354312522312306,-20.000000000000004
93,57,Suburban,Regular,34,4.89,Morning,Premium,80,258.424915281181,1.1481481481481481,0.6666666666666666,237.368070332344,-8.148148148148152
28,15,Rural,Gold,90,4.25,Night,Premium,177,511.929390993806,0.7,2.533333333333333,1037.5102324141135,102.66666666666666
97,7,Urban,Silver,22,3.74,Afternoon,Premium,147,441.74670095471794,1.1975308641975309,1.5714285714285714,831.2940562939754,88.18342151675485
48,12,Urban,Silver,51,4.63,Night,Premium,32,175.5180543386476,1.2,3.1666666666666665,666.9686064868608,279.99999999999994
70,37,Urban,Silver,10,3.65,Night,Premium,168,658.5834276725151,1.75,1.027027027027027,1183.6702146006014,79.72972972972973
78,12,Rural,Silver,99,4.3,Afternoon,Economy,95,299.2909931126892,1.95,3.1666666666666665,1848.1218824708558,517.5
25,7,Rural,Regular,24,3.85,Evening,Premium,144,494.8027992189699,0.625,1.5714285714285714,622.0378047324193,25.714285714285722
24,9,Urban,Gold,6,4.05,Afternoon,Premium,69,223.51901195083732,0.6,1.2222222222222223,218.5519227963743,-2.2222222222222103
92,37,Rural,Silver,7,4.92,Morning,Premium,103,434.5710508212173,1.1358024691358024,1.027027027027027,506.92705828194045,16.649983316649973
43,33,Rural,Gold,16,4.01,Morning,Premium,159,630.4284012724294,1.075,1.1515151515151516,780.3939452114771,23.78787878787881
96,23,Urban,Gold,8,4.23,Morning,Premium,90,445.1254111184949,1.1851851851851851,1.6521739130434783,871.6143315943475,95.81320450885667
88,46,Rural,Gold,35,4.89,Afternoon,Premium,72,361.98552095653855,1.0864197530864197,0.8260869565217391,324.873747203077,-10.252281266774018
83,43,Suburban,Regular,20,3.59,Morning,Economy,63,267.28219711727195,1.0246913580246915,0.8837209302325582,242.03504154690663,-9.445879988515642
50,29,Urban,Regular,2,4.81,Morning,Economy,143,518.9547629602604,1.25,1.3103448275862069,850.012111745254,63.793103448275836
97,75,Urban,Regular,15,4.94,Afternoon,Economy,163,575.4934491747886,1.1975308641975309,0.5066666666666667,551.3369340242419,-4.197530864197521
84,24,Suburban,Regular,39,4.08,Afternoon,Economy,86,349.4432162449335,1.037037037037037,1.5833333333333333,573.7771328466191,64.19753086419749
68,40,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662242834,1.7,0.95,450.9644704522177,61.499999999999986
77,30,Urban,Regular,99,4.7,Evening,Premium,179,689.7483154802385,1.925,1.2666666666666666,1681.8363092459815,143.83333333333331
82,67,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359232648,1.0123456790123457,0.5671641791044776,71.88702592168664,-19.012345679012334
21,8,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963494961118,0.525,1.375,683.975984445723,10.000000000000007
75,24,Rural,Regular,44,3.79,Night,Premium,72,307.621949405299,1.875,1.5833333333333333,913.2526622969814,196.87499999999997
61,9,Urban,Gold,74,3.98,Evening,Premium,32,172.41053126646165,1.525,1.2222222222222223,321.35407355498825,86.38888888888889
90,13,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453020895959,1.1111111111111112,2.923076923076923,1442.8479896927047,224.7863247863248
100,21,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118375435,1.2345679012345678,1.8095238095238095,1244.0961228587096,123.3980011757789
93,31,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245754797394,1.1481481481481481,1.2258064516129032,500.0864395640777,40.74074074074075
92,14,Urban,Silver,57,3.73,Morning,Premium,133,474.99773906008016,1.1358024691358024,2.7142857142857144,1464.3669274726988,208.28924162257496
61,12,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306098094,1.525,3.1666666666666665,2810.4360678198705,382.9166666666665
53,12,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972369916,1.325,3.1666666666666665,2783.6811375735433,319.58333333333326
55,21,Urban,Regular,20,3.56,Night,Premium,134,519.469492374694,1.375,1.8095238095238095,1292.4895703132267,148.8095238095238
57,45,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501475396,1.425,0.8444444444444444,478.5559800108727,20.333333333333343
34,8,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122298927073,0.85,1.375,453.6061686871017,16.875
50,11,Suburban,Silver,19,4.87,Morning,Economy,144,591.1000759572743,1.25,1.0,738.8750949465929,25.000000000000007
35,22,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633141081,0.875,1.7272727272727273,886.8664638724589,51.136363636363654
43,14,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429236178,1.075,2.7142857142857144,1893.4259284592706,191.7857142857143
50,25,Suburban,Silver,19,4.32,Night,Economy,176,746.3391324597457,1.25,1.52,1418.0443516735168,90.0
55,19,Urban,Regular,64,4.34,Morning,Premium,129,555.0976877626003,1.375,2.0,1526.518641347151,175.00000000000003
93,67,Urban,Silver,21,4.88,Night,Premium,87,417.91314129159,1.1481481481481481,0.5671641791044776,383.86095940857155,-8.148148148148156
94,69,Urban,Silver,86,4.12,Morning,Premium,18,97.80093621671637,1.1604938271604939,0.5507246376811594,90.79790621601323,-7.16049382716048
70,60,Urban,Regular,57,4.05,Afternoon,Premium,43,193.0891119987856,1.75,0.6333333333333333,270.32475679829986,40.000000000000014
36,25,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116460618,0.9,1.52,673.6907679318126,36.80000000000001
37,9,Suburban,Silver,73,4.8,Morning,Economy,124,408.81562882076287,0.925,1.2222222222222223,462.1887803612514,13.05555555555557
68,46,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948077249,1.7,0.8260869565217391,511.40982488215275,40.43478260869564
77,15,Suburban,Regular,47,4.47,Morning,Economy,66,228.64349787316,1.925,2.533333333333333,1115.0181246281102,387.66666666666663
27,12,Suburban,Silver,64,4.7,Evening,Economy,149,667.9464280068869,0.675,3.1666666666666665,1692.13095095078,153.33333333333331
90,56,Suburban,Silver,61,4.38,Night,Premium,91,410.34270896598935,1.1111111111111112,0.6785714285714286,364.749074636435,-11.111111111111102
46,23,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192641684332,1.15,1.6521739130434783,1349.796601920023,89.99999999999999
96,80,Urban,Regular,47,3.77,Morning,Economy,70,177.20306582722415,1.1851851851851851,0.475,168.01475871025698,-5.185185185185179
80,6,Rural,Silver,43,4.81,Night,Economy,24,74.32837977574499,2.0,1.8333333333333333,272.537392511065,266.6666666666667
80,31,Suburban,Silver,91,4.61,Evening,Premium,127,392.3027600530253,2.0,1.2258064516129032,961.7745085170942,145.16129032258064
64,25,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.61019430479575,1.6,1.52,410.0599925492633,143.20000000000002
57,42,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373063812,1.425,0.9047619047619048,757.1435270271558,28.92857142857143
52,7,Rural,Silver,57,4.82,Night,Economy,180,563.9803272683639,1.3,1.5714285714285714,1152.1312399910862,104.28571428571428
69,56,Urban,Regular,73,4.02,Night,Premium,116,352.3474982568331,1.725,0.6785714285714286,486.2395475944297,38.000000000000014
67,54,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369486595,1.675,0.7037037037037037,556.5120995112038,34.00000000000002
25,7,Rural,Silver,13,4.07,Afternoon,Premium,60,204.215843297379,0.625,1.5714285714285714,256.72848871670504,25.714285714285722
80,35,Rural,Regular,29,4.49,Night,Economy,79,319.6520700676685,2.0,1.0857142857142856,694.1016378612229,117.14285714285711
73,6,Suburban,Silver,5,4.03,Night,Premium,71,362.05333073474793,1.825,1.8333333333333333,1211.3701024166774,234.5833333333333
24,6,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378090192,0.6,1.8333333333333333,568.2974554532283,46.66666666666669
37,14,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987245396,0.925,2.7142857142857144,875.870960726255,151.0714285714286
27,6,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985126943609,0.675,1.8333333333333333,1074.037818618396,46.666666666666664
23,11,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721333865543,0.575,1.0,274.93770670924346,-20.0
42,8,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532373392,1.05,1.375,865.8403406114085,44.375
74,39,Urban,Silver,11,3.65,Morning,Economy,173,484.75453888236336,1.85,0.9743589743589743,873.8011303443627,80.25641025641026
68,30,Urban,Regular,28,4.69,Night,Premium,134,581.1514565564086,1.7,1.2666666666666666,1251.412803118133,115.33333333333333
59,9,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651642705413,1.475,1.2222222222222223,1087.7333100321705,80.27777777777781
89,75,Rural,Silver,76,4.39,Evening,Economy,110,369.8546414878244,1.0987654320987654,0.5066666666666667,325.1067959744827,-12.09876543209876
81,35,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421484817,2.025,1.0857142857142856,1558.5236268093047,119.85714285714283
33,8,Suburban,Regular,74,4.52,Morning,Premium,56,205.83755050869485,0.825,1.375,233.4969713583007,13.437499999999991
75,28,Urban,Gold,49,4.46,Night,Economy,163,684.5607033083106,1.875,1.3571428571428572,1741.9625039541834,154.46428571428572
87,48,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541298779704,1.0740740740740742,0.7916666666666666,389.462807895145,-14.074074074074064
56,37,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.5848379812361,1.4,1.027027027027027,593.230091367615,43.78378378378376
75,32,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377359072,1.875,1.1875,980.6766230838559,122.65625
99,54,Rural,Silver,96,3.77,Afternoon,Premium,61,241.6407113776789,1.2222222222222223,0.7037037037037037,236.27091779150828,-2.222222222222217
33,16,Rural,Regular,81,4.08,Afternoon,Premium,50,201.29253189374316,0.825,2.375,394.40755467930296,95.93749999999997
41,28,Rural,Gold,89,4.47,Evening,Premium,45,220.05114029296504,1.025,1.3571428571428572,306.1068540861067,39.10714285714284
55,19,Suburban,Silver,74,3.51,Morning,Economy,173,702.9134159653358,1.375,2.0,1933.0118939046736,175.0
93,51,Rural,Silver,12,4.98,Morning,Premium,90,431.42166025583447,1.1481481481481481,0.7450980392156863,396.2687842349887,-8.14814814814815
54,35,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626810645626,1.35,1.0857142857142856,684.2873011032018,46.571428571428584
34,20,Urban,Gold,21,4.15,Morning,Premium,158,445.1263611668488,0.85,1.9,718.8790732844609,61.50000000000001
86,18,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571357946,1.0617283950617284,2.111111111111111,989.8988457611639,124.14266117969824
85,27,Suburban,Gold,8,4.11,Night,Premium,157,669.5210116683382,1.0493827160493827,1.4074074074074074,988.8216130263982,47.69090077732054
74,5,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115042604,1.85,2.2,1442.3478108223399,307.0
63,53,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125242986789,1.575,0.7169811320754716,617.0377806163355,26.00000000000001
55,13,Suburban,Silver,45,3.71,Morning,Premium,40,222.56858200356248,1.375,2.923076923076923,894.55449305278,301.9230769230769
100,66,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556067980849,1.2345679012345678,0.5757575757575758,407.1660314055159,-1.234567901234574
51,27,Urban,Gold,86,3.82,Evening,Premium,152,472.21573527678265,1.275,1.4074074074074074,847.364902746671,79.44444444444441
37,10,Urban,Silver,33,4.86,Afternoon,Economy,44,179.93988033973832,0.925,1.1,183.08882824568374,1.7499999999999996
99,71,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533232364,1.2222222222222223,0.5352112676056338,302.0464610271645,-2.2222222222222134
54,24,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432341152,1.35,1.5833333333333333,654.7466949129214,113.75000000000004
30,7,Rural,Gold,57,4.27,Morning,Premium,69,224.46487829301583,0.75,1.5714285714285714,282.1844184255056,25.71428571428571
84,56,Urban,Silver,71,4.56,Evening,Premium,15,101.07378646994935,1.037037037037037,0.6785714285714286,83.85380803432835,-17.037037037037038
49,14,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221375331,1.225,2.7142857142857144,2106.376268607298,232.50000000000006
86,10,Urban,Silver,98,4.8,Morning,Economy,18,62.87509273644356,1.0617283950617284,1.1,73.43189843046373,16.79012345679015
48,24,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706108972,1.2,1.5833333333333333,174.85898941607047,90.0
67,18,Urban,Silver,78,3.81,Morning,Premium,22,106.7358926414302,1.675,2.111111111111111,377.42997592372404,253.61111111111114
100,16,Rural,Gold,96,3.65,Night,Premium,163,560.6703257140985,1.2345679012345678,2.375,1643.9407698407206,193.20987654320984
79,7,Rural,Silver,31,4.82,Night,Economy,100,322.9000694955284,1.975,1.5714285714285714,1002.1434299700506,210.35714285714286
99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,292.33936093553586,1.2222222222222223,1.2222222222222223,436.70447744691165,49.382716049382736
34,24,Urban,Silver,3,4.41,Morning,Economy,97,242.75171700488076,0.85,1.5833333333333333,326.70335246906865,34.583333333333314
54,21,Urban,Silver,23,4.44,Evening,Premium,136,442.7796305981407,1.35,1.8095238095238095,1081.6473833183154,144.28571428571433
77,43,Suburban,Regular,73,4.07,Afternoon,Premium,131,505.54671645728143,1.925,0.8837209302325582,860.0172629965149,70.11627906976746
80,21,Urban,Regular,85,4.21,Morning,Premium,146,474.9171617926677,2.0,1.8095238095238095,1718.747823630607,261.9047619047619
74,54,Urban,Regular,16,4.35,Afternoon,Premium,147,617.434678434942,1.85,0.7037037037037037,913.8033240837143,48.000000000000014
57,38,Urban,Regular,31,3.97,Morning,Premium,64,294.8553699465021,1.425,1.0,420.1689021737655,42.50000000000001
97,66,Urban,Silver,90,3.6,Evening,Premium,150,717.467322019467,1.1975308641975309,0.5757575757575758,687.3514097371684,-4.19753086419753
52,14,Suburban,Gold,97,4.83,Evening,Premium,66,266.9772170141728,1.3,2.7142857142857144,942.0481800357242,252.85714285714283
51,37,Rural,Regular,34,4.64,Afternoon,Economy,100,383.3711770715268,1.275,1.027027027027027,502.00901430041813,30.945945945945923
87,52,Urban,Gold,15,3.57,Night,Economy,66,266.4336179135411,1.0740740740740742,0.7307692307692307,228.9355531701539,-14.074074074074062
91,42,Suburban,Silver,76,4.96,Morning,Economy,86,336.39439243010713,1.123456790123457,0.9047619047619048,341.93174868410074,1.646090534979446
85,34,Rural,Regular,66,4.59,Morning,Premium,163,764.8593556145701,1.0493827160493827,1.1176470588235294,897.0572689306687,17.28395061728396
57,21,Rural,Silver,28,4.93,Night,Economy,141,588.6941797749441,1.425,1.8095238095238095,1517.9899921339631,157.85714285714286
28,8,Urban,Regular,67,3.78,Afternoon,Premium,58,305.2426676647312,0.7,1.375,335.76693443120433,10.000000000000009
58,30,Urban,Regular,32,4.14,Night,Economy,75,256.37380365626416,1.45,1.2666666666666666,470.8732193820051,83.66666666666664
31,9,Rural,Gold,18,4.42,Morning,Premium,114,461.0193485856391,0.775,1.2222222222222223,450.77447417262493,-2.22222222222221
27,11,Suburban,Gold,88,4.5,Evening,Premium,144,581.7472844259253,0.675,1.0,465.39782754074025,-19.999999999999993
90,75,Urban,Gold,88,4.1,Afternoon,Economy,106,472.5465909334413,1.1111111111111112,0.5066666666666667,420.04141416305896,-11.111111111111102
54,8,Suburban,Regular,41,3.89,Morning,Economy,168,573.4835718398938,1.35,1.375,1064.528880227803,85.62500000000003
23,9,Suburban,Silver,50,3.84,Evening,Premium,34,192.3850221961644,0.575,1.2222222222222223,188.1097994806941,-2.222222222222215
94,64,Urban,Regular,62,4.87,Night,Economy,166,744.0359811402852,1.1604938271604939,0.59375,690.7593306388821,-7.160493827160486
86,20,Suburban,Silver,51,3.75,Morning,Premium,110,412.25746306035046,1.0617283950617284,1.9,831.6403637538427,101.72839506172839
79,55,Suburban,Regular,91,4.39,Morning,Economy,48,189.5605649707772,1.975,0.6909090909090909,299.50569265382796,57.99999999999999
73,13,Urban,Regular,93,3.95,Night,Economy,90,357.0434721850994,1.825,2.923076923076923,1904.6895996951264,433.46153846153845
74,23,Urban,Regular,45,4.07,Morning,Premium,99,417.1740953777763,1.85,1.6521739130434783,1275.101691524247,205.6521739130435
26,11,Urban,Gold,10,4.22,Morning,Premium,69,314.84471031916905,0.65,1.0,251.87576825533526,-19.999999999999996
99,30,Urban,Regular,74,4.21,Morning,Premium,160,629.9546011362719,1.2222222222222223,1.2666666666666666,975.2630491665248,54.81481481481484
80,42,Urban,Gold,85,4.22,Night,Economy,131,473.5617540035448,2.0,0.9047619047619048,856.9212691492716,80.95238095238095
78,35,Rural,Regular,5,4.35,Evening,Premium,100,317.88095784682014,1.95,1.0857142857142856,672.9993993271248,111.71428571428568
63,6,Urban,Gold,29,4.79,Evening,Premium,24,132.49921949173307,1.575,1.8333333333333333,382.5914962823792,188.74999999999994
25,8,Rural,Regular,30,4.44,Night,Economy,115,430.7858509781543,0.625,1.375,473.86443607596976,10.000000000000004
100,50,Urban,Regular,20,4.14,Evening,Economy,127,350.2265835541767,1.2345679012345678,0.76,345.90279857202637,-1.2345679012345756
46,8,Urban,Silver,32,4.81,Afternoon,Economy,112,466.42747932165264,1.15,1.375,737.5384516773631,58.12499999999997
59,29,Urban,Regular,90,4.3,Night,Economy,145,651.7303890276737,1.475,1.3103448275862069,1259.637527758659,93.27586206896551
21,11,Rural,Gold,18,4.2,Morning,Premium,49,266.34807324582846,0.525,1.0,213.07845859666278,-19.999999999999993
64,7,Rural,Silver,48,4.67,Evening,Economy,64,266.38537677090085,1.6,1.5714285714285714,669.7689473096935,151.42857142857142
52,22,Suburban,Gold,72,3.6,Morning,Premium,101,303.803226426852,1.3,1.7272727272727273,682.1763357039314,124.54545454545456
100,56,Suburban,Silver,67,4.2,Evening,Economy,169,461.9661913503604,1.2345679012345678,0.6785714285714286,456.26290503739295,-1.234567901234579
83,72,Rural,Regular,25,4.62,Night,Premium,45,201.0575405594342,1.0246913580246915,0.5277777777777778,164.8175394215609,-18.02469135802468
89,10,Rural,Silver,36,4.12,Afternoon,Premium,13,94.21444738997974,1.0987654320987654,1.1,113.87153579603725,20.86419753086421
100,37,Rural,Silver,47,4.7,Afternoon,Economy,142,546.8574476673242,1.2345679012345678,1.027027027027027,693.379479858469,26.793460126793445
71,7,Urban,Gold,31,4.83,Morning,Premium,60,292.74683013160404,1.775,1.5714285714285714,816.5545511885098,178.92857142857142
94,26,Suburban,Regular,0,3.94,Afternoon,Premium,40,150.90603765991335,1.1604938271604939,1.4615384615384615,255.95269065584546,69.61063627730296
52,23,Urban,Regular,41,4.23,Evening,Economy,134,534.90663340905,1.3,1.6521739130434783,1148.8864213220465,114.7826086956522
27,15,Urban,Silver,31,4.95,Afternoon,Economy,103,315.2654030422818,0.675,2.533333333333333,638.9378834990245,102.66666666666669
88,62,Urban,Regular,62,4.82,Afternoon,Economy,162,601.2360266422271,1.0864197530864197,0.6129032258064516,522.5557564890468,-13.086419753086421
48,38,Suburban,Silver,64,4.97,Night,Premium,152,701.4695729515377,1.2,1.0,841.7634875418452,19.999999999999996
53,35,Suburban,Regular,1,3.67,Morning,Premium,88,392.0078846224547,1.325,1.0857142857142856,563.9313425925883,43.857142857142826
31,12,Suburban,Gold,34,4.7,Night,Economy,105,331.8375249153692,0.775,3.1666666666666665,840.6550631189353,153.33333333333334
56,34,Suburban,Silver,1,4.56,Afternoon,Economy,121,307.5259290756184,1.4,1.1176470588235294,481.18763020067354,56.470588235294116
48,35,Rural,Gold,47,4.26,Morning,Economy,26,68.27174499943663,1.2,1.0857142857142856,88.94833062783744,30.28571428571427
93,66,Suburban,Silver,22,3.91,Night,Economy,180,765.4397485645513,1.1481481481481481,0.5757575757575758,703.070583866699,-8.148148148148142
49,18,Rural,Silver,62,4.92,Afternoon,Economy,62,168.36628924698925,1.225,2.111111111111111,435.4139313581861,158.61111111111111
72,33,Rural,Gold,63,4.25,Evening,Economy,132,351.7736189685264,1.8,1.1515151515151516,729.1307738620366,107.27272727272728
62,11,Suburban,Gold,37,4.23,Morning,Premium,71,363.3457529659053,1.55,1.0,563.1859170971533,55.00000000000001
39,15,Suburban,Regular,53,4.6,Evening,Premium,38,201.7146762833217,0.975,2.533333333333333,498.2352504198045,146.99999999999997
67,56,Urban,Gold,49,4.22,Afternoon,Premium,23,121.43999901863724,1.675,0.6785714285714286,162.72959868497392,34.00000000000002
88,15,Urban,Regular,39,4.51,Afternoon,Economy,137,598.7750233051204,1.0864197530864197,2.533333333333333,1647.9865661994422,175.22633744855963
29,16,Urban,Silver,75,4.11,Morning,Premium,80,371.1242881043308,0.725,2.375,705.1361473982286,90.00000000000001
100,24,Urban,Silver,88,4.49,Night,Economy,56,173.66696747925593,1.2345679012345678,1.5833333333333333,339.4724672948418,95.47325102880656
98,43,Suburban,Gold,62,4.98,Morning,Economy,130,538.5185280064754,1.2098765432098766,0.8837209302325582,575.7803612679054,6.91932242319839
35,10,Rural,Gold,40,3.54,Night,Economy,75,281.9625670059949,0.875,1.1,271.38897074327014,-3.749999999999989
58,14,Rural,Gold,10,3.77,Morning,Economy,95,258.01445968829404,1.45,2.7142857142857144,1015.4711949160716,293.57142857142856
22,7,Urban,Gold,53,4.43,Morning,Premium,98,476.2019961536034,0.55,1.5714285714285714,598.6539380216728,25.714285714285722
84,37,Suburban,Regular,94,3.83,Night,Economy,28,124.64550323605349,1.037037037037037,1.027027027027027,132.75557101417508,6.5065065065065
91,14,Suburban,Silver,19,4.78,Night,Premium,19,111.11271494112724,1.123456790123457,2.7142857142857144,338.8251924747954,204.93827160493825
56,29,Urban,Gold,67,4.49,Afternoon,Economy,125,421.8171879075184,1.4,1.3103448275862069,773.8163585062061,83.44827586206895
97,21,Rural,Regular,36,3.72,Evening,Premium,23,134.0510144913575,1.1975308641975309,1.8095238095238095,290.4832683216601,116.69606114050562
57,47,Urban,Gold,26,3.8,Morning,Economy,30,132.4032477391118,1.425,0.8085106382978723,152.54544393772136,15.212765957446802
94,27,Suburban,Silver,100,3.6,Night,Premium,172,547.9814624298182,1.1604938271604939,1.4074074074074074,895.0113323270739,63.32876085962506
84,6,Suburban,Gold,24,3.74,Morning,Economy,68,281.96824577029594,1.037037037037037,1.8333333333333333,536.0877759089576,90.12345679012343
40,11,Rural,Silver,1,4.24,Night,Premium,35,182.46632143825187,1.0,1.0,182.46632143825187,0.0
65,36,Suburban,Silver,20,4.39,Night,Premium,87,313.7742265682814,1.625,1.0555555555555556,538.2099580719827,71.52777777777779
35,22,Urban,Silver,28,4.88,Afternoon,Premium,116,422.8866610257602,0.875,1.7272727272727273,639.1355217775695,51.136363636363654
40,30,Urban,Regular,67,4.03,Evening,Premium,143,529.6967147126813,1.0,1.2666666666666666,670.9491719693964,26.66666666666667
